zip,lat,long,county,state,n
96019,40.68,-122.37,Shasta,CA,1
,,,,,
1440,42.58,-71.98,Worcester,MA,1
,,,,,
55119,44.94,-93.1,Ramsey,MN,1
,,,,,
60093,42.1,-87.74,Cook,IL,1
,,,,,
80247,39.69,-104.88,Arapahoe,CO,1
,,,,,
92064,32.97,-117.02,San Diego,CA,1
,,,,,
94070,37.49,-122.26,San Mateo,CA,37
,,,,,
45230,39.09,-84.51,Hamilton,OH,1
,,,,,
74055,36.28,-95.83,Tulsa,OK,1
,,,,,
80525,40.55,-105.06,Larimer,CO,1
,,,,,
94107,37.76,-122.39,San Francisco,CA,34
,,,,,
97015,45.41,-122.49,Clackamas,OR,3
,,,,,
33187,25.77,-80.2,Miami-Dade,FL,1
,,,,,
75244,32.79,-96.76,Dallas,TX,1
,,,,,
81007,38.27,-104.62,Pueblo,CO,1
,,,,,
85711,32.21,-110.88,Pima,AZ,1
,,,,,
94945,38.13,-122.56,Marin,CA,19
,,,,,
10471,40.84,-73.87,Bronx,NY,1
,,,,,
74146,36.12,-95.91,Tulsa,OK,1
,,,,,
92656,33.57,-117.72,Orange,CA,1
,,,,,
94507,37.84,-121.97,Contra Costa,CA,8
,,,,,
33458,26.92,-80.1,Palm Beach,FL,1
,,,,,
49221,41.89,-84.04,Lenawee,MI,1
,,,,,
54406,44.44,-89.28,Portage,WI,1
,,,,,
94536,37.56,-121.98,Alameda,CA,17
,,,,,
98188,47.44,-122.28,King,WA,1
,,,,,
2460,42.35,-71.2,Middlesex,MA,1
,,,,,
6441,41.49,-72.55,Middlesex,CT,1
,,,,,
94118,37.78,-122.46,San Francisco,CA,59
,,,,,
10037,40.71,-73.99,New York,NY,1
,,,,,
33143,25.77,-80.2,Miami-Dade,FL,1
,,,,,
46256,39.77,-86.14,Marion,IN,2
,,,,,
60564,41.76,-88.15,Will,IL,1
,,,,,
78253,29.45,-98.5,Bexar,TX,1
,,,,,
85020,33.57,-112.05,Maricopa,AZ,1
,,,,,
93268,35.17,-119.36,Kern,CA,1
,,,,,
95630,38.67,-121.14,Sacramento,CA,3
,,,,,
98501,46.97,-122.87,Thurston,WA,3
,,,,,
19044,40.18,-75.13,Montgomery,PA,1
,,,,,
22101,38.94,-77.19,Fairfax,VA,1
,,,,,
30093,33.94,-84.2,Gwinnett,GA,1
,,,,,
32114,29.19,-81.05,Volusia,FL,2
,,,,,
34491,29,-82.03,Marion,FL,1
,,,,,
85755,32.46,-110.97,Pima,AZ,1
,,,,,
13111,43.28,-76.62,Cayuga,NY,1
,,,,,
34223,26.95,-82.35,Sarasota,FL,1
,,,,,
37922,35.97,-83.94,Knox,TN,1
,,,,,
39154,32.26,-90.42,Hinds,MS,1
,,,,,
55343,44.92,-93.4,Hennepin,MN,2
,,,,,
77449,29.79,-95.82,Harris,TX,1
,,,,,
80210,39.76,-104.87,Denver,CO,2
,,,,,
91306,34.2,-118.57,Los Angeles,CA,1
,,,,,
94160,37.71,-122.4,San Francisco,CA,1
,,,,,
94519,37.99,-122,Contra Costa,CA,6
,,,,,
43953,40.36,-80.64,Jefferson,OH,1
,,,,,
72560,35.87,-92.11,Stone,AR,1
,,,,,
79902,31.84,-106.43,El Paso,TX,1
,,,,,
94085,37.38,-122.01,Santa Clara,CA,4
,,,,,
95327,37.85,-120.49,Tuolumne,CA,1
,,,,,
95450,38.51,-123.21,Sonoma,CA,1
,,,,,
95949,39.11,-121.12,Nevada,CA,1
,,,,,
21601,38.77,-76.06,Talbot,MD,1
,,,,,
23238,37.55,-77.46,Henrico,VA,2
,,,,,
40219,38.22,-85.74,Jefferson,KY,1
,,,,,
71643,33.98,-91.56,Lincoln,AR,1
,,,,,
93901,36.64,-121.62,Monterey,CA,3
,,,,,
7601,40.88,-74.04,Bergen,NJ,1
,,,,,
21788,39.62,-77.4,Frederick,MD,1
,,,,,
76692,31.94,-97.32,Hill,TX,1
,,,,,
85374,33.64,-112.38,Maricopa,AZ,3
,,,,,
92078,33.11,-117.16,San Diego,CA,1
,,,,,
95695,38.71,-121.85,Yolo,CA,2
,,,,,
95827,38.55,-121.32,Sacramento,CA,2
,,,,,
7756,40.21,-74,Monmouth,NJ,1
,,,,,
3281,43.1,-71.73,Hillsborough,NH,1
,,,,,
2187,42.26,-71.08,Norfolk,MA,1
,,,,,
27713,35.98,-78.91,Durham,NC,2
,,,,,
42071,36.61,-88.31,Calloway,KY,1
,,,,,
55127,44.94,-93.1,Ramsey,MN,1
,,,,,
87121,35.11,-106.62,Bernalillo,NM,1
,,,,,
94582,37.76,-121.93,Contra Costa,CA,8
,,,,,
10956,41.15,-73.99,Rockland,NY,1
,,,,,
19010,40.02,-75.31,Delaware,PA,2
,,,,,
19565,40.33,-76.08,Berks,PA,1
,,,,,
22182,38.9,-77.26,Fairfax,VA,2
,,,,,
28115,35.57,-80.81,Iredell,NC,1
,,,,,
33027,26.02,-80.16,Broward,FL,1
,,,,,
23435,36.7,-76.63,Suffolk City,VA,1
,,,,,
37909,35.97,-83.94,Knox,TN,2
,,,,,
39565,30.4,-88.8,Jackson,MS,1
,,,,,
46220,39.77,-86.14,Marion,IN,2
,,,,,
3038,42.89,-71.28,Rockingham,NH,1
,,,,,
23666,37.04,-76.29,Hampton City,VA,1
,,,,,
55904,44.01,-92.47,Olmsted,MN,1
,,,,,
93923,36.46,-121.82,Monterey,CA,2
,,,,,
94595,37.86,-122.07,Contra Costa,CA,23
,,,,,
95540,40.57,-124.15,Humboldt,CA,1
,,,,,
98926,46.97,-120.47,Kittitas,WA,1
,,,,,
7013,40.86,-74.15,Passaic,NJ,1
,,,,,
48323,42.56,-83.38,Oakland,MI,1
,,,,,
85351,33.6,-112.28,Maricopa,AZ,2
,,,,,
94063,37.49,-122.21,San Mateo,CA,8
,,,,,
97005,45.49,-122.8,Washington,OR,1
,,,,,
20187,38.71,-77.79,Fauquier,VA,1
,,,,,
63119,38.63,-90.24,St Louis,MO,1
,,,,,
64109,39.09,-94.58,Jackson,MO,1
,,,,,
85296,33.3,-111.76,Maricopa,AZ,1
,,,,,
85706,32.07,-110.88,Pima,AZ,1
,,,,,
93635,36.9,-121.02,Merced,CA,1
,,,,,
94548,37.97,-121.65,Contra Costa,CA,1
,,,,,
7302,40.71,-74.06,Hudson,NJ,2
,,,,,
21702,39.42,-77.41,Frederick,MD,1
,,,,,
32408,30.17,-85.67,Bay,FL,1
,,,,,
44432,40.77,-80.76,Columbiana,OH,1
,,,,,
46011,40.09,-85.68,Madison,IN,1
,,,,,
78266,29.45,-98.5,Comal,TX,1
,,,,,
86001,35.23,-111.72,Coconino,AZ,3
,,,,,
92504,33.9,-117.4,Riverside,CA,1
,,,,,
94523,37.95,-122.07,Contra Costa,CA,35
,,,,,
6360,41.55,-72.08,New London,CT,1
,,,,,
20901,39.01,-77.02,Montgomery,MD,1
,,,,,
75077,33.04,-96.98,Denton,TX,2
,,,,,
95678,38.76,-121.28,Placer,CA,3
,,,,,
60188,41.91,-88.13,Dupage,IL,1
,,,,,
75024,33.04,-96.74,Collin,TX,1
,,,,,
93631,36.48,-119.5,Fresno,CA,1
,,,,,
93933,36.67,-121.79,Monterey,CA,2
,,,,,
94040,37.38,-122.08,Santa Clara,CA,22
,,,,,
95835,38.69,-121.56,Sacramento,CA,5
,,,,,
22204,38.87,-77.1,Arlington,VA,2
,,,,,
35243,33.52,-86.79,Jefferson,AL,1
,,,,,
92549,33.76,-116.73,Riverside,CA,1
,,,,,
94533,38.28,-122,Solano,CA,7
,,,,,
95206,37.9,-121.4,San Joaquin,CA,4
,,,,,
95348,37.41,-120.5,Merced,CA,2
,,,,,
95426,38.83,-122.71,Lake,CA,1
,,,,,
76008,32.69,-97.6,Parker,TX,1
,,,,,
92122,32.85,-117.2,San Diego,CA,5
,,,,,
93612,36.81,-119.71,Fresno,CA,1
,,,,,
98370,47.75,-122.61,Kitsap,WA,1
,,,,,
99337,46.07,-119.08,Benton,WA,1
,,,,,
22307,38.82,-77.08,Fairfax,VA,1
,,,,,
60601,41.83,-87.68,Cook,IL,1
,,,,,
94030,37.59,-122.4,San Mateo,CA,7
,,,,,
97759,44.41,-121.92,Deschutes,OR,3
,,,,,
37874,35.6,-84.46,Monroe,TN,1
,,,,,
48374,42.47,-83.49,Oakland,MI,1
,,,,,
52601,40.8,-91.12,Des Moines,IA,2
,,,,,
60060,42.26,-88,Lake,IL,1
,,,,,
94957,37.96,-122.55,Marin,CA,10
,,,,,
95336,37.83,-121.18,San Joaquin,CA,1
,,,,,
1462,42.59,-71.72,Worcester,MA,1
,,,,,
78748,30.26,-97.74,Travis,TX,1
,,,,,
85202,33.38,-111.87,Maricopa,AZ,1
,,,,,
94559,38.23,-122.29,Napa,CA,11
,,,,,
10537,41.33,-73.88,Putnam,NY,1
,,,,,
46205,39.77,-86.14,Marion,IN,3
,,,,,
64133,39.09,-94.58,Jackson,MO,1
,,,,,
72116,34.78,-92.25,Pulaski,AR,1
,,,,,
73762,35.72,-97.97,Kingfisher,OK,1
,,,,,
18326,41.16,-75.25,Monroe,PA,1
,,,,,
20112,38.74,-77.48,Prince William,VA,1
,,,,,
78753,30.26,-97.74,Travis,TX,1
,,,,,
94577,37.71,-122.16,Alameda,CA,31
,,,,,
94803,37.95,-122.26,Contra Costa,CA,19
,,,,,
95467,38.8,-122.55,Lake,CA,2
,,,,,
13622,44.06,-76.13,Jefferson,NY,1
,,,,,
15005,40.63,-80.22,Beaver,PA,1
,,,,,
19121,39.95,-75.16,Philadelphia,PA,1
,,,,,
21208,39.39,-76.7,Baltimore,MD,1
,,,,,
30045,33.94,-83.99,Gwinnett,GA,1
,,,,,
54601,43.82,-91.23,La Crosse,WI,1
,,,,,
75965,31.61,-94.65,Nacogdoches,TX,1
,,,,,
5401,44.48,-73.22,Chittenden,VT,3
,,,,,
17560,39.9,-76.23,Lancaster,PA,1
,,,,,
92260,33.7,-116.4,Riverside,CA,4
,,,,,
1945,42.5,-70.85,Essex,MA,1
,,,,,
78232,29.45,-98.5,Bexar,TX,1
,,,,,
80918,38.86,-104.76,El Paso,CO,2
,,,,,
94302,37.44,-122.15,Santa Clara,CA,1
,,,,,
95247,38.14,-120.45,Calaveras,CA,2
,,,,,
95820,38.53,-121.44,Sacramento,CA,2
,,,,,
22032,38.85,-77.29,Fairfax,VA,1
,,,,,
60061,42.23,-87.96,Lake,IL,2
,,,,,
83814,47.59,-116.91,Kootenai,ID,1
,,,,,
94108,37.79,-122.4,San Francisco,CA,17
,,,,,
95677,38.8,-121.24,Placer,CA,1
,,,,,
32578,30.53,-86.48,Okaloosa,FL,1
,,,,,
75002,33.1,-96.66,Collin,TX,2
,,,,,
77379,30.06,-95.38,Harris,TX,1
,,,,,
84124,40.67,-111.79,Salt Lake,UT,3
,,,,,
66503,39.19,-96.59,Riley,KS,1
,,,,,
78739,30.26,-97.74,Travis,TX,1
,,,,,
99577,61.21,-149.25,Anchorage Borough,AK,1
,,,,,
99705,64.77,-147.33,Fairbanks North Star Borough,AK,3
,,,,,
49423,42.77,-86.1,Allegan,MI,1
,,,,,
87120,35.11,-106.62,Bernalillo,NM,2
,,,,,
95386,37.68,-120.64,Stanislaus,CA,1
,,,,,
2030,42.24,-71.27,Norfolk,MA,1
,,,,,
22546,38,-77.54,Caroline,VA,1
,,,,,
27606,35.82,-78.65,Wake,NC,1
,,,,,
55353,45.31,-94.3,Stearns,MN,1
,,,,,
84770,37.18,-113.6,Washington,UT,1
,,,,,
79065,35.54,-100.96,Gray,TX,1
,,,,,
80130,39.54,-104.93,Douglas,CO,1
,,,,,
85021,33.55,-112.09,Maricopa,AZ,1
,,,,,
95687,38.35,-121.93,Solano,CA,5
,,,,,
24141,37.12,-80.55,Radford City,VA,2
,,,,,
25301,38.35,-81.63,Kanawha,WV,1
,,,,,
40241,38.22,-85.74,Jefferson,KY,3
,,,,,
49509,42.96,-85.65,Kent,MI,1
,,,,,
53154,42.88,-87.89,Milwaukee,WI,1
,,,,,
33825,27.59,-81.5,Highlands,FL,1
,,,,,
38049,35.41,-89.53,Tipton,TN,1
,,,,,
65672,36.61,-93.22,Taney,MO,1
,,,,,
76244,32.93,-97.22,Tarrant,TX,1
,,,,,
98391,47.18,-122.16,Pierce,WA,1
,,,,,
7059,40.63,-74.51,Somerset,NJ,2
,,,,,
7751,40.36,-74.25,Monmouth,NJ,1
,,,,,
60561,41.74,-87.97,Dupage,IL,1
,,,,,
78633,30.7,-97.73,Williamson,TX,1
,,,,,
23434,36.7,-76.63,Suffolk City,VA,1
,,,,,
24153,37.28,-80.05,Salem City,VA,2
,,,,,
33801,28.04,-81.96,Polk,FL,1
,,,,,
72903,35.36,-94.38,Sebastian,AR,1
,,,,,
80005,39.82,-105.1,Jefferson,CO,3
,,,,,
93940,36.6,-121.88,Monterey,CA,11
,,,,,
94704,37.86,-122.25,Alameda,CA,13
,,,,,
95901,39.15,-121.47,Yuba,CA,4
,,,,,
4572,44.09,-69.38,Lincoln,ME,1
,,,,,
28036,35.49,-80.84,Mecklenburg,NC,1
,,,,,
40515,38.04,-84.45,Fayette,KY,1
,,,,,
52310,42.23,-91.19,Jones,IA,1
,,,,,
77406,29.58,-95.76,Fort Bend,TX,1
,,,,,
37923,35.97,-83.94,Knox,TN,1
,,,,,
40216,38.22,-85.74,Jefferson,KY,1
,,,,,
60622,41.83,-87.68,Cook,IL,1
,,,,,
70037,29.84,-90,Plaquemines Parish,LA,1
,,,,,
76131,32.75,-97.33,Tarrant,TX,1
,,,,,
84107,40.65,-111.88,Salt Lake,UT,1
,,,,,
90254,33.86,-118.39,Los Angeles,CA,2
,,,,,
94132,37.72,-122.48,San Francisco,CA,13
,,,,,
94177,37.79,-122.39,San Francisco,CA,1
,,,,,
60026,42.08,-87.82,Cook,IL,1
,,,,,
85225,33.32,-111.82,Maricopa,AZ,3
,,,,,
90265,34.06,-118.81,Los Angeles,CA,2
,,,,,
94547,38.01,-122.25,Contra Costa,CA,8
,,,,,
10520,41.22,-73.89,Westchester,NY,1
,,,,,
6235,41.8,-72.11,Windham,CT,1
,,,,,
14067,43.19,-78.57,Niagara,NY,1
,,,,,
94104,37.79,-122.4,San Francisco,CA,3
,,,,,
97006,45.52,-122.85,Washington,OR,1
,,,,,
11721,40.9,-73.37,Suffolk,NY,1
,,,,,
14543,42.98,-77.67,Monroe,NY,1
,,,,,
54982,44.06,-89.29,Waushara,WI,2
,,,,,
93725,36.6,-119.75,Fresno,CA,1
,,,,,
94060,37.2,-122.3,San Mateo,CA,1
,,,,,
10560,41.33,-73.59,Westchester,NY,1
,,,,,
20010,38.89,-77.03,District of Columbia,DC,1
,,,,,
30064,33.95,-84.54,Cobb,GA,1
,,,,,
60607,41.83,-87.68,Cook,IL,2
,,,,,
94550,37.68,-121.75,Alameda,CA,10
,,,,,
95118,37.25,-121.88,Santa Clara,CA,8
,,,,,
15212,40.43,-79.97,Allegheny,PA,1
,,,,,
19063,39.91,-75.38,Delaware,PA,1
,,,,,
92101,32.71,-117.16,San Diego,CA,1
,,,,,
98311,47.63,-122.63,Kitsap,WA,1
,,,,,
15122,40.35,-79.9,Allegheny,PA,1
,,,,,
46953,40.54,-85.66,Grant,IN,1
,,,,,
73072,35.22,-97.34,Cleveland,OK,1
,,,,,
93924,36.39,-121.65,Monterey,CA,2
,,,,,
94606,37.78,-122.24,Alameda,CA,9
,,,,,
97201,45.5,-122.69,Multnomah,OR,1
,,,,,
3062,42.74,-71.49,Hillsborough,NH,1
,,,,,
6776,41.58,-73.4,Litchfield,CT,3
,,,,,
28205,35.19,-80.83,Mecklenburg,NC,1
,,,,,
33776,27.84,-82.78,Pinellas,FL,1
,,,,,
44106,41.47,-81.67,Cuyahoga,OH,1
,,,,,
80207,39.76,-104.87,Denver,CO,2
,,,,,
95051,37.35,-121.98,Santa Clara,CA,19
,,,,,
29926,32.19,-80.74,Beaufort,SC,1
,,,,,
19720,39.66,-75.57,New Castle,DE,1
,,,,,
30126,33.81,-84.56,Cobb,GA,2
,,,,,
60516,41.79,-88.01,Dupage,IL,1
,,,,,
15202,40.43,-79.97,Allegheny,PA,1
,,,,,
70301,29.79,-90.82,Lafourche Parish,LA,3
,,,,,
73521,34.64,-99.31,Jackson,OK,1
,,,,,
98856,48.32,-119.93,Okanogan,WA,1
,,,,,
14472,42.95,-77.59,Monroe,NY,1
,,,,,
32177,29.64,-81.65,Putnam,FL,1
,,,,,
32311,30.45,-84.28,Leon,FL,1
,,,,,
45249,39.09,-84.51,Hamilton,OH,1
,,,,,
84060,40.64,-111.49,Summit,UT,2
,,,,,
93710,36.81,-119.75,Fresno,CA,3
,,,,,
2330,41.88,-70.76,Plymouth,MA,1
,,,,,
22046,38.88,-77.17,Falls Church City,VA,1
,,,,,
28759,35.39,-82.57,Henderson,NC,1
,,,,,
37377,35.13,-85.34,Hamilton,TN,1
,,,,,
63129,38.63,-90.24,St Louis,MO,1
,,,,,
94578,37.7,-122.12,Alameda,CA,3
,,,,,
33830,27.89,-81.84,Polk,FL,1
,,,,,
92563,33.57,-117.14,Riverside,CA,1
,,,,,
19147,39.95,-75.16,Philadelphia,PA,1
,,,,,
19426,40.18,-75.45,Montgomery,PA,2
,,,,,
44121,41.47,-81.67,Cuyahoga,OH,1
,,,,,
49303,43.27,-85.81,Muskegon,MI,1
,,,,,
60181,41.88,-87.97,Dupage,IL,1
,,,,,
72205,34.72,-92.35,Pulaski,AR,1
,,,,,
92109,32.79,-117.23,San Diego,CA,2
,,,,,
60616,41.83,-87.68,Cook,IL,1
,,,,,
60640,41.83,-87.68,Cook,IL,2
,,,,,
64078,38.72,-94.45,Cass,MO,1
,,,,,
85383,33.76,-112.24,Maricopa,AZ,1
,,,,,
91101,34.14,-118.13,Los Angeles,CA,1
,,,,,
97501,42.28,-122.9,Jackson,OR,1
,,,,,
98031,47.4,-122.19,King,WA,1
,,,,,
98349,47.28,-122.77,Pierce,WA,1
,,,,,
94039,37.39,-122.07,Santa Clara,CA,1
,,,,,
96822,21.3,-157.85,Honolulu,HI,2
,,,,,
54660,43.98,-90.5,Monroe,WI,1
,,,,,
93023,34.51,-119.29,Ventura,CA,1
,,,,,
95765,38.81,-121.28,Placer,CA,1
,,,,,
98683,45.6,-122.51,Clark,WA,1
,,,,,
7731,40.14,-74.19,Monmouth,NJ,2
,,,,,
43017,40.11,-83.13,Franklin,OH,1
,,,,,
55113,44.94,-93.1,Ramsey,MN,1
,,,,,
94010,37.56,-122.37,San Mateo,CA,45
,,,,,
6109,41.7,-72.67,Hartford,CT,1
,,,,,
14550,42.66,-78.08,Wyoming,NY,1
,,,,,
61853,40.19,-88.4,Champaign,IL,1
,,,,,
80220,39.76,-104.87,Denver,CO,3
,,,,,
82401,44,-107.95,Washakie,WY,1
,,,,,
60201,42.04,-87.68,Cook,IL,1
,,,,,
66210,38.9,-94.68,Johnson,KS,1
,,,,,
93305,35.39,-118.98,Kern,CA,1
,,,,,
96761,20.89,-156.67,Maui,HI,1
,,,,,
96950,15.17,145.75,,MP,1
,,,,,
7030,40.74,-74.02,Hudson,NJ,1
,,,,,
33445,26.45,-80.08,Palm Beach,FL,1
,,,,,
93720,36.88,-119.77,Fresno,CA,5
,,,,,
37211,36.17,-86.78,Davidson,TN,1
,,,,,
80126,39.59,-105.01,Douglas,CO,1
,,,,,
95864,38.58,-121.37,Sacramento,CA,3
,,,,,
3903,43.15,-70.8,York,ME,1
,,,,,
53213,43.06,-87.96,Milwaukee,WI,1
,,,,,
55419,44.96,-93.26,Hennepin,MN,1
,,,,,
77098,29.76,-95.38,Harris,TX,1
,,,,,
89113,36.06,-115.27,Clark,NV,1
,,,,,
94534,38.23,-122.12,Solano,CA,8
,,,,,
95219,38.01,-121.38,San Joaquin,CA,1
,,,,,
4107,43.56,-70.2,Cumberland,ME,2
,,,,,
35209,33.52,-86.79,Jefferson,AL,2
,,,,,
54437,44.77,-90.6,Clark,WI,1
,,,,,
81224,38.87,-106.98,Gunnison,CO,1
,,,,,
91910,32.63,-117.05,San Diego,CA,2
,,,,,
94116,37.74,-122.48,San Francisco,CA,53
,,,,,
48820,42.86,-84.59,Clinton,MI,1
,,,,,
54247,44.14,-87.82,Manitowoc,WI,1
,,,,,
95367,37.73,-120.95,Stanislaus,CA,4
,,,,,
11238,40.64,-73.94,Kings,NY,1
,,,,,
64052,39.08,-94.35,Jackson,MO,1
,,,,,
94978,37.98,-122.58,Marin,CA,1
,,,,,
98021,47.79,-122.2,Snohomish,WA,1
,,,,,
98407,47.29,-122.5,Pierce,WA,1
,,,,,
14261,42.88,-78.85,Erie,NY,1
,,,,,
33173,25.77,-80.2,Miami-Dade,FL,1
,,,,,
54022,44.85,-92.62,Pierce,WI,1
,,,,,
89049,38.35,-116.61,Nye,NV,1
,,,,,
92804,33.81,-117.97,Orange,CA,1
,,,,,
94018,37.5,-122.47,San Mateo,CA,3
,,,,,
94509,37.99,-121.81,Contra Costa,CA,5
,,,,,
95472,38.4,-122.86,Sonoma,CA,23
,,,,,
7514,40.91,-74.16,Passaic,NJ,2
,,,,,
22620,39.09,-78.05,Clarke,VA,1
,,,,,
30345,33.85,-84.28,Dekalb,GA,2
,,,,,
68144,41.26,-96.01,Douglas,NE,1
,,,,,
72801,35.27,-93.14,Pope,AR,1
,,,,,
74120,36.12,-95.91,Tulsa,OK,1
,,,,,
14218,42.88,-78.85,Erie,NY,1
,,,,,
23086,37.68,-77.01,King William,VA,1
,,,,,
31602,30.84,-83.27,Lowndes,GA,2
,,,,,
74132,36.12,-95.91,Tulsa,OK,1
,,,,,
77358,30.53,-95.48,Walker,TX,1
,,,,,
95003,37,-121.87,Santa Cruz,CA,19
,,,,,
95776,38.69,-121.68,Yolo,CA,1
,,,,,
33897,28.16,-81.6,Polk,FL,1
,,,,,
43081,40.12,-82.91,Franklin,OH,1
,,,,,
47436,38.97,-86.36,Lawrence,IN,1
,,,,,
94571,38.18,-121.73,Solano,CA,2
,,,,,
19355,40.03,-75.51,Chester,PA,2
,,,,,
63044,38.76,-90.42,St Louis,MO,1
,,,,,
2130,42.3,-71.11,Suffolk,MA,1
,,,,,
22193,38.63,-77.26,Prince William,VA,1
,,,,,
34994,27.19,-80.24,Martin,FL,1
,,,,,
85259,33.68,-111.73,Maricopa,AZ,1
,,,,,
7840,40.85,-74.82,Warren,NJ,2
,,,,,
30127,33.86,-84.68,Cobb,GA,1
,,,,,
55125,44.94,-93.1,Washington,MN,2
,,,,,
62305,39.93,-91.38,Adams,IL,1
,,,,,
63357,38.62,-91.05,Warren,MO,1
,,,,,
88254,32.61,-104.35,Eddy,NM,1
,,,,,
93921,36.55,-121.92,Monterey,CA,1
,,,,,
94605,37.75,-122.13,Alameda,CA,24
,,,,,
7649,40.95,-74.03,Bergen,NJ,1
,,,,,
18073,40.39,-75.49,Montgomery,PA,1
,,,,,
80538,40.41,-105.07,Larimer,CO,4
,,,,,
89431,39.53,-119.73,Washoe,NV,1
,,,,,
95627,38.78,-122.12,Yolo,CA,1
,,,,,
14711,42.31,-78.09,Allegany,NY,1
,,,,,
21704,39.42,-77.41,Frederick,MD,1
,,,,,
72114,34.78,-92.25,Pulaski,AR,1
,,,,,
92620,33.7,-117.76,Orange,CA,1
,,,,,
94805,37.94,-122.31,Contra Costa,CA,11
,,,,,
20008,38.89,-77.03,District of Columbia,DC,3
,,,,,
31522,31.21,-81.37,Glynn,GA,1
,,,,,
66203,38.9,-94.68,Johnson,KS,1
,,,,,
91405,34.2,-118.44,Los Angeles,CA,1
,,,,,
94619,37.78,-122.12,Alameda,CA,27
,,,,,
95120,37.19,-121.83,Santa Clara,CA,22
,,,,,
95139,37.21,-121.75,Santa Clara,CA,1
,,,,,
95815,38.6,-121.46,Sacramento,CA,2
,,,,,
96099,40.64,-122.5,Shasta,CA,1
,,,,,
3773,43.37,-72.17,Sullivan,NH,1
,,,,,
14733,42.11,-79.19,Chautauqua,NY,1
,,,,,
27612,35.82,-78.65,Wake,NC,1
,,,,,
77396,29.99,-95.26,Harris,TX,1
,,,,,
90805,33.86,-118.18,Los Angeles,CA,1
,,,,,
93117,34.5,-120.12,Santa Barbara,CA,1
,,,,,
8109,39.94,-75.05,Camden,NJ,1
,,,,,
49203,42.24,-84.4,Jackson,MI,1
,,,,,
62539,39.85,-89.24,Sangamon,IL,1
,,,,,
90404,34.02,-118.47,Los Angeles,CA,2
,,,,,
95111,37.28,-121.83,Santa Clara,CA,2
,,,,,
95465,38.41,-123.01,Sonoma,CA,1
,,,,,
6510,41.31,-72.92,New Haven,CT,2
,,,,,
801,18.35,-64.93,,VI,1
,,,,,
2142,42.37,-71.11,Middlesex,MA,1
,,,,,
17044,40.59,-77.57,Mifflin,PA,1
,,,,,
19127,39.95,-75.16,Philadelphia,PA,1
,,,,,
22947,38.02,-78.35,Albemarle,VA,1
,,,,,
83687,43.6,-116.54,Canyon,ID,1
,,,,,
94597,37.91,-122.07,Contra Costa,CA,15
,,,,,
2871,41.6,-71.25,Newport,RI,1
,,,,,
6883,41.22,-73.37,Fairfield,CT,1
,,,,,
93705,36.78,-119.82,Fresno,CA,3
,,,,,
27909,36.29,-76.22,Pasquotank,NC,1
,,,,,
30084,33.85,-84.22,Dekalb,GA,1
,,,,,
53027,43.32,-88.38,Washington,WI,1
,,,,,
92120,32.79,-117.06,San Diego,CA,1
,,,,,
92262,33.85,-116.56,Riverside,CA,1
,,,,,
94109,37.79,-122.42,San Francisco,CA,82
,,,,,
33620,27.95,-82.48,Hillsborough,FL,1
,,,,,
35121,33.95,-86.47,Blount,AL,1
,,,,,
93313,35.15,-119.06,Kern,CA,1
,,,,,
98662,45.68,-122.57,Clark,WA,1
,,,,,
2906,41.82,-71.41,Providence,RI,2
,,,,,
13403,43.17,-75.29,Oneida,NY,1
,,,,,
28227,35.19,-80.83,Mecklenburg,NC,1
,,,,,
34698,28.02,-82.77,Pinellas,FL,2
,,,,,
63021,38.59,-90.55,St Louis,MO,6
,,,,,
95553,40.21,-123.86,Humboldt,CA,1
,,,,,
98346,47.81,-122.53,Kitsap,WA,1
,,,,,
11565,40.67,-73.67,Nassau,NY,1
,,,,,
21773,39.5,-77.56,Frederick,MD,1
,,,,,
22315,38.82,-77.08,Fairfax,VA,1
,,,,,
75042,32.91,-96.62,Dallas,TX,1
,,,,,
94951,38.31,-122.64,Sonoma,CA,2
,,,,,
96707,21.34,-158.08,Honolulu,HI,1
,,,,,
97236,45.46,-122.49,Multnomah,OR,2
,,,,,
7093,40.78,-74,Hudson,NJ,1
,,,,,
75650,32.5,-94.57,Harrison,TX,1
,,,,,
78249,29.45,-98.5,Bexar,TX,1
,,,,,
82001,41.14,-104.79,Laramie,WY,1
,,,,,
92562,33.54,-117.33,Riverside,CA,1
,,,,,
30189,34.1,-84.51,Cherokee,GA,1
,,,,,
33711,27.75,-82.64,Pinellas,FL,1
,,,,,
48310,42.58,-83.03,Macomb,MI,1
,,,,,
92344,34.39,-117.39,San Bernardino,CA,1
,,,,,
93306,35.43,-118.83,Kern,CA,1
,,,,,
94514,37.85,-121.62,Contra Costa,CA,1
,,,,,
95340,37.29,-120.48,Merced,CA,2
,,,,,
10591,41.06,-73.86,Westchester,NY,1
,,,,,
15223,40.43,-79.97,Allegheny,PA,1
,,,,,
33138,25.77,-80.2,Miami-Dade,FL,1
,,,,,
61364,41.12,-88.83,La Salle,IL,1
,,,,,
98363,48.02,-123.82,Clallam,WA,1
,,,,,
15235,40.43,-79.97,Allegheny,PA,1
,,,,,
19401,40.12,-75.33,Montgomery,PA,1
,,,,,
85263,33.73,-111.68,Maricopa,AZ,1
,,,,,
91709,33.94,-117.72,San Bernardino,CA,1
,,,,,
95233,38.18,-120.37,Calaveras,CA,1
,,,,,
21114,39.01,-76.68,Anne Arundel,MD,1
,,,,,
