zip,lat,long,county,state,n
36567,30.55,-87.7,Baldwin,AL,1
,,,,,
41042,38.99,-84.64,Boone,KY,2
,,,,,
85622,31.76,-110.85,Pima,AZ,1
,,,,,
55309,45.33,-93.74,Sherburne,MN,1
,,,,,
63141,38.63,-90.24,St Louis,MO,1
,,,,,
81523,39,-108.73,Mesa,CO,1
,,,,,
90026,34.07,-118.26,Los Angeles,CA,2
,,,,,
90631,33.94,-117.95,Orange,CA,2
,,,,,
91351,34.43,-118.46,Los Angeles,CA,1
,,,,,
8901,40.48,-74.44,Middlesex,NJ,1
,,,,,
55118,44.94,-93.1,Dakota,MN,1
,,,,,
75247,32.79,-96.76,Dallas,TX,1
,,,,,
95377,37.62,-121.45,San Joaquin,CA,3
,,,,,
97140,45.35,-122.86,Washington,OR,1
,,,,,
29829,33.56,-81.81,Aiken,SC,1
,,,,,
32549,30.42,-86.61,Okaloosa,FL,1
,,,,,
49080,42.44,-85.64,Allegan,MI,1
,,,,,
60618,41.83,-87.68,Cook,IL,1
,,,,,
78619,30.11,-98.03,Hays,TX,1
,,,,,
85305,33.53,-112.26,Maricopa,AZ,1
,,,,,
95307,37.55,-120.96,Stanislaus,CA,1
,,,,,
1742,42.45,-71.35,Middlesex,MA,1
,,,,,
5065,43.78,-72.45,Windsor,VT,1
,,,,,
2568,41.45,-70.6,Dukes,MA,1
,,,,,
6455,41.5,-72.71,Middlesex,CT,1
,,,,,
44024,41.57,-81.2,Geauga,OH,2
,,,,,
60202,42.04,-87.68,Cook,IL,1
,,,,,
61614,40.74,-89.6,Peoria,IL,1
,,,,,
7646,40.93,-74.01,Bergen,NJ,1
,,,,,
7834,40.89,-74.48,Morris,NJ,1
,,,,,
14626,43.16,-77.61,Monroe,NY,1
,,,,,
43155,39.62,-82.54,Fairfield,OH,1
,,,,,
62220,38.53,-90,St Clair,IL,1
,,,,,
65721,37.01,-93.2,Christian,MO,2
,,,,,
70503,30.21,-92.02,Lafayette Parish,LA,3
,,,,,
94948,38.13,-122.56,Marin,CA,1
,,,,,
95988,39.5,-122.28,Glenn,CA,1
,,,,,
96073,40.56,-122.2,Shasta,CA,1
,,,,,
21201,39.3,-76.61,Baltimore City,MD,1
,,,,,
38655,34.35,-89.52,Lafayette,MS,2
,,,,,
94134,37.72,-122.41,San Francisco,CA,17
,,,,,
94939,37.93,-122.53,Marin,CA,9
,,,,,
4469,44.88,-68.68,Penobscot,ME,1
,,,,,
40245,38.22,-85.74,Jefferson,KY,1
,,,,,
40356,37.87,-84.58,Jessamine,KY,1
,,,,,
48638,43.41,-84.02,Saginaw,MI,1
,,,,,
3031,42.86,-71.61,Hillsborough,NH,1
,,,,,
7009,40.85,-74.22,Essex,NJ,1
,,,,,
29681,34.73,-82.25,Greenville,SC,1
,,,,,
36547,30.27,-87.7,Baldwin,AL,1
,,,,,
48906,42.7,-84.55,Ingham,MI,1
,,,,,
60540,41.76,-88.15,Dupage,IL,2
,,,,,
93611,36.93,-119.56,Fresno,CA,5
,,,,,
95223,38.35,-120.2,Calaveras,CA,1
,,,,,
53072,43.08,-88.25,Waukesha,WI,1
,,,,,
95442,38.38,-122.52,Sonoma,CA,3
,,,,,
95624,38.44,-121.3,Sacramento,CA,2
,,,,,
11040,40.73,-73.68,Nassau,NY,1
,,,,,
7901,40.71,-74.36,Union,NJ,1
,,,,,
15061,40.68,-80.27,Beaver,PA,1
,,,,,
70810,30.44,-91.12,East Baton Rouge Parish,LA,1
,,,,,
13204,43.04,-76.14,Onondaga,NY,1
,,,,,
21662,38.74,-76.17,Talbot,MD,1
,,,,,
37076,36.13,-86.58,Davidson,TN,1
,,,,,
78737,30.26,-97.74,Hays,TX,1
,,,,,
95694,38.56,-121.99,Yolo,CA,1
,,,,,
14608,43.16,-77.61,Monroe,NY,1
,,,,,
53510,42.73,-90.33,Lafayette,WI,1
,,,,,
80219,39.76,-104.87,Denver,CO,1
,,,,,
32526,30.44,-87.18,Escambia,FL,1
,,,,,
87002,34.65,-106.77,Valencia,NM,1
,,,,,
10021,40.77,-73.95,New York,NY,2
,,,,,
2476,42.41,-71.16,Middlesex,MA,1
,,,,,
2124,42.35,-71.06,Suffolk,MA,1
,,,,,
30145,34.23,-84.94,Bartow,GA,1
,,,,,
32444,30.24,-85.65,Bay,FL,1
,,,,,
70125,30.06,-89.93,Orleans Parish,LA,1
,,,,,
73112,35.46,-97.51,Oklahoma,OK,1
,,,,,
76109,32.75,-97.33,Tarrant,TX,1
,,,,,
80111,39.64,-104.99,Arapahoe,CO,2
,,,,,
2135,42.35,-71.15,Suffolk,MA,2
,,,,,
55110,44.94,-93.1,Ramsey,MN,1
,,,,,
94115,37.78,-122.43,San Francisco,CA,57
,,,,,
94598,37.91,-122.01,Contra Costa,CA,12
,,,,,
2879,41.45,-71.51,Washington,RI,1
,,,,,
22044,38.88,-77.17,Fairfax,VA,1
,,,,,
75093,33.04,-96.74,Collin,TX,1
,,,,,
94556,37.83,-122.1,Contra Costa,CA,24
,,,,,
94566,37.65,-121.85,Alameda,CA,17
,,,,,
94572,38.03,-122.23,Contra Costa,CA,1
,,,,,
1701,42.3,-71.43,Middlesex,MA,1
,,,,,
3750,43.71,-72.19,Grafton,NH,1
,,,,,
27707,35.98,-78.91,Durham,NC,1
,,,,,
77084,29.76,-95.38,Harris,TX,2
,,,,,
90016,34.02,-118.35,Los Angeles,CA,1
,,,,,
90808,33.82,-118.11,Los Angeles,CA,1
,,,,,
94526,37.81,-121.97,Contra Costa,CA,23
,,,,,
96816,21.3,-157.85,Honolulu,HI,2
,,,,,
97301,44.9,-122.92,Marion,OR,1
,,,,,
18944,40.37,-75.29,Bucks,PA,1
,,,,,
32951,28.06,-80.55,Brevard,FL,1
,,,,,
50014,42.02,-93.62,Story,IA,1
,,,,,
82070,41.31,-105.58,Albany,WY,1
,,,,,
85050,33.69,-112,Maricopa,AZ,2
,,,,,
95427,39.24,-123.53,Mendocino,CA,1
,,,,,
23436,36.7,-76.63,Suffolk City,VA,1
,,,,,
68135,41.26,-96.01,Douglas,NE,1
,,,,,
94043,37.41,-122.05,Santa Clara,CA,16
,,,,,
94608,37.83,-122.29,Alameda,CA,15
,,,,,
94612,37.8,-122.27,Alameda,CA,13
,,,,,
95834,38.64,-121.54,Sacramento,CA,6
,,,,,
34217,27.46,-82.69,Manatee,FL,1
,,,,,
46280,39.77,-86.14,Hamilton,IN,1
,,,,,
78006,29.8,-98.73,Kendall,TX,1
,,,,,
81635,39.44,-108.05,Garfield,CO,1
,,,,,
93277,36.29,-119.38,Tulare,CA,5
,,,,,
97219,45.45,-122.69,Multnomah,OR,1
,,,,,
98009,47.61,-122.2,King,WA,1
,,,,,
4260,43.96,-70.28,Cumberland,ME,1
,,,,,
77054,29.76,-95.38,Harris,TX,1
,,,,,
19141,39.95,-75.16,Philadelphia,PA,1
,,,,,
22306,38.82,-77.08,Fairfax,VA,1
,,,,,
23836,37.35,-77.43,Chesterfield,VA,1
,,,,,
28092,35.47,-81.24,Lincoln,NC,1
,,,,,
92014,32.96,-117.25,San Diego,CA,1
,,,,,
94954,38.23,-122.56,Sonoma,CA,12
,,,,,
2052,42.18,-71.3,Norfolk,MA,1
,,,,,
55426,44.96,-93.26,Hennepin,MN,1
,,,,,
98037,47.85,-122.28,Snohomish,WA,1
,,,,,
48650,43.85,-83.96,Bay,MI,1
,,,,,
60305,41.89,-87.81,Cook,IL,1
,,,,,
85705,32.26,-111,Pima,AZ,3
,,,,,
6355,41.35,-71.97,New London,CT,1
,,,,,
23451,36.73,-76.04,Virginia Beach City,VA,3
,,,,,
56461,47.21,-94.75,Hubbard,MN,1
,,,,,
76123,32.75,-97.33,Tarrant,TX,1
,,,,,
92057,33.27,-117.28,San Diego,CA,1
,,,,,
97305,45.01,-122.91,Marion,OR,1
,,,,,
60152,42.24,-88.6,McHenry,IL,1
,,,,,
85014,33.5,-112.05,Maricopa,AZ,2
,,,,,
95129,37.3,-122,Santa Clara,CA,21
,,,,,
2909,41.82,-71.41,Providence,RI,1
,,,,,
42749,37.17,-85.91,Hart,KY,1
,,,,,
95060,37.04,-122.1,Santa Cruz,CA,37
,,,,,
,,,,,1140
,,,,,
27295,35.8,-80.25,Davidson,NC,1
,,,,,
54482,44.57,-89.54,Portage,WI,1
,,,,,
94965,37.84,-122.53,Marin,CA,20
,,,,,
6516,41.27,-72.96,New Haven,CT,1
,,,,,
18049,40.53,-75.49,Lehigh,PA,1
,,,,,
19072,40,-75.26,Montgomery,PA,1
,,,,,
46037,39.96,-85.94,Hamilton,IN,1
,,,,,
71027,32.23,-93.67,De Soto Parish,LA,2
,,,,,
95945,39.18,-120.98,Nevada,CA,3
,,,,,
8759,39.93,-74.39,Ocean,NJ,1
,,,,,
42420,37.83,-87.58,Henderson,KY,1
,,,,,
60016,42.03,-87.9,Cook,IL,1
,,,,,
76022,32.84,-97.13,Tarrant,TX,1
,,,,,
85254,33.61,-111.94,Maricopa,AZ,1
,,,,,
2139,42.37,-71.11,Middlesex,MA,2
,,,,,
22827,38.41,-78.61,Rockingham,VA,1
,,,,,
33040,24.55,-81.78,Monroe,FL,1
,,,,,
54923,43.97,-88.95,Waushara,WI,1
,,,,,
16066,40.71,-80.1,Butler,PA,1
,,,,,
78233,29.45,-98.5,Bexar,TX,1
,,,,,
94511,38.07,-121.62,Contra Costa,CA,1
,,,,,
95823,38.47,-121.44,Sacramento,CA,3
,,,,,
36344,31.1,-85.69,Geneva,AL,1
,,,,,
59034,45.75,-107.79,Big Horn,MT,1
,,,,,
61704,40.47,-88.97,McLean,IL,1
,,,,,
91203,34.15,-118.26,Los Angeles,CA,1
,,,,,
95682,38.61,-120.97,El Dorado,CA,4
,,,,,
34275,27.12,-82.43,Sarasota,FL,1
,,,,,
63139,38.63,-90.24,St Louis City,MO,2
,,,,,
99709,64.9,-148.16,Fairbanks North Star Borough,AK,1
,,,,,
1518,42.12,-72.11,Worcester,MA,2
,,,,,
18104,40.59,-75.47,Lehigh,PA,1
,,,,,
19971,38.7,-75.09,Sussex,DE,1
,,,,,
91350,34.43,-118.51,Los Angeles,CA,1
,,,,,
15143,40.53,-80.18,Allegheny,PA,1
,,,,,
27604,35.82,-78.65,Wake,NC,4
,,,,,
38257,36.49,-88.88,Obion,TN,1
,,,,,
62656,40.15,-89.36,Logan,IL,1
,,,,,
89052,35.98,-115.11,Clark,NV,3
,,,,,
95350,37.67,-121.01,Stanislaus,CA,1
,,,,,
2302,42.08,-71.02,Plymouth,MA,1
,,,,,
60025,42.07,-87.81,Cook,IL,1
,,,,,
85268,33.6,-111.74,Maricopa,AZ,1
,,,,,
87008,35.1,-106.37,Bernalillo,NM,1
,,,,,
93953,36.58,-121.94,Monterey,CA,1
,,,,,
95691,38.66,-121.62,Yolo,CA,5
,,,,,
14212,42.88,-78.85,Erie,NY,1
,,,,,
58501,46.8,-100.76,Burleigh,ND,1
,,,,,
60623,41.83,-87.68,Cook,IL,1
,,,,,
85024,33.68,-112.04,Maricopa,AZ,1
,,,,,
94402,37.52,-122.35,San Mateo,CA,28
,,,,,
3753,43.48,-72.13,Sullivan,NH,1
,,,,,
15613,40.58,-79.56,Westmoreland,PA,1
,,,,,
85395,33.47,-112.39,Maricopa,AZ,3
,,,,,
92405,34.14,-117.3,San Bernardino,CA,1
,,,,,
94002,37.5,-122.3,San Mateo,CA,26
,,,,,
96793,20.88,-156.5,Maui,HI,1
,,,,,
8904,40.5,-74.42,Middlesex,NJ,1
,,,,,
20190,38.95,-77.34,Fairfax,VA,1
,,,,,
48430,42.8,-83.71,Genesee,MI,1
,,,,,
84321,41.7,-111.87,Cache,UT,1
,,,,,
2703,41.93,-71.29,Bristol,MA,1
,,,,,
38139,35.08,-89.79,Shelby,TN,1
,,,,,
78133,29.87,-98.26,Comal,TX,1
,,,,,
98229,48.68,-122.41,Whatcom,WA,1
,,,,,
55123,44.94,-93.1,Dakota,MN,2
,,,,,
75035,33.14,-96.81,Collin,TX,2
,,,,,
75228,32.79,-96.76,Dallas,TX,1
,,,,,
78526,25.92,-97.48,Cameron,TX,2
,,,,,
89135,36.09,-115.38,Clark,NV,1
,,,,,
91325,34.23,-118.51,Los Angeles,CA,1
,,,,,
14830,42.14,-77.05,Steuben,NY,1
,,,,,
42701,37.7,-85.87,Hardin,KY,1
,,,,,
60657,41.83,-87.68,Cook,IL,1
,,,,,
63102,38.63,-90.24,St Louis City,MO,1
,,,,,
80301,40.02,-105.25,Boulder,CO,2
,,,,,
98027,47.5,-122,King,WA,2
,,,,,
99603,59.4,-151.32,Kenai Peninsula Borough,AK,1
,,,,,
14534,43.09,-77.51,Monroe,NY,1
,,,,,
34677,28.04,-82.67,Pinellas,FL,1
,,,,,
53211,43.06,-87.96,Milwaukee,WI,1
,,,,,
94122,37.76,-122.48,San Francisco,CA,61
,,,,,
94551,37.77,-121.75,Alameda,CA,7
,,,,,
94565,38,-121.83,Contra Costa,CA,10
,,,,,
11235,40.64,-73.94,Kings,NY,1
,,,,,
54552,45.93,-90.44,Price,WI,1
,,,,,
94110,37.74,-122.41,San Francisco,CA,91
,,,,,
96103,39.78,-120.65,Plumas,CA,1
,,,,,
96740,19.63,-155.99,Hawaii,HI,1
,,,,,
97527,42.37,-123.39,Josephine,OR,1
,,,,,
85015,33.5,-112.1,Maricopa,AZ,1
,,,,,
11201,40.64,-73.94,Kings,NY,2
,,,,,
85210,33.38,-111.84,Maricopa,AZ,1
,,,,,
96815,21.3,-157.85,Honolulu,HI,2
,,,,,
4084,43.73,-70.55,Cumberland,ME,1
,,,,,
75104,32.58,-96.95,Dallas,TX,1
,,,,,
84790,37.06,-113.57,Washington,UT,2
,,,,,
85747,32.1,-110.68,Pima,AZ,1
,,,,,
94591,38.11,-122.2,Solano,CA,18
,,,,,
95492,38.53,-122.81,Sonoma,CA,12
,,,,,
32459,30.37,-86.22,Walton,FL,1
,,,,,
56342,46.14,-93.46,Mille Lacs,MN,1
,,,,,
94561,37.99,-121.68,Contra Costa,CA,5
,,,,,
32827,28.5,-81.37,Orange,FL,1
,,,,,
85206,33.39,-111.71,Maricopa,AZ,1
,,,,,
94603,37.73,-122.17,Alameda,CA,5
,,,,,
95648,38.93,-121.25,Placer,CA,1
,,,,,
97206,45.48,-122.6,Multnomah,OR,1
,,,,,
19060,39.84,-75.49,Delaware,PA,1
,,,,,
20147,39.04,-77.48,Loudoun,VA,2
,,,,,
77006,29.76,-95.38,Harris,TX,1
,,,,,
94661,37.82,-122.2,Alameda,CA,1
,,,,,
2136,42.26,-71.11,Suffolk,MA,1
,,,,,
30108,33.53,-85.25,Carroll,GA,1
,,,,,
64113,39.09,-94.58,Jackson,MO,1
,,,,,
65706,37.33,-92.91,Webster,MO,1
,,,,,
94901,37.97,-122.5,Marin,CA,55
,,,,,
99201,47.66,-117.43,Spokane,WA,1
,,,,,
14445,43.11,-77.48,Monroe,NY,1
,,,,,
38135,35.1,-90,Shelby,TN,1
,,,,,
44122,41.47,-81.5,Cuyahoga,OH,2
,,,,,
46123,39.76,-86.39,Hendricks,IN,2
,,,,,
74804,35.33,-96.91,Pottawatomie,OK,1
,,,,,
87111,35.11,-106.62,Bernalillo,NM,1
,,,,,
94158,37.76,-122.39,San Francisco,CA,12
,,,,,
96701,21.38,-157.92,Honolulu,HI,1
,,,,,
15213,40.43,-79.97,Allegheny,PA,1
,,,,,
30605,33.95,-83.39,Clarke,GA,1
,,,,,
44720,40.81,-81.37,Stark,OH,1
,,,,,
53005,43.06,-88.11,Waukesha,WI,1
,,,,,
55438,44.96,-93.26,Hennepin,MN,1
,,,,,
98465,47.24,-122.53,Pierce,WA,1
,,,,,
10128,40.71,-73.99,New York,NY,1
,,,,,
51561,41.01,-95.79,Mills,IA,1
,,,,,
53578,43.29,-89.72,Sauk,WI,1
,,,,,
55963,44.21,-92.64,Goodhue,MN,1
,,,,,
60646,41.83,-87.68,Cook,IL,1
,,,,,
94301,37.44,-122.15,Santa Clara,CA,31
,,,,,
97214,45.51,-122.64,Multnomah,OR,1
,,,,,
44132,41.59,-81.51,Cuyahoga,OH,1
,,,,,
48439,42.92,-83.61,Genesee,MI,1
,,,,,
4941,44.53,-69.29,Waldo,ME,1
,,,,,
20866,39.11,-76.93,Montgomery,MD,1
,,,,,
78704,30.26,-97.74,Travis,TX,4
,,,,,
2115,42.35,-71.06,Suffolk,MA,1
,,,,,
30082,33.86,-84.51,Cobb,GA,1
,,,,,
60068,42.01,-87.84,Cook,IL,1
,,,,,
60172,41.98,-88.08,Dupage,IL,1
,,,,,
87501,35.67,-105.95,Santa Fe,NM,2
,,,,,
95817,38.55,-121.45,Sacramento,CA,1
,,,,,
95928,39.71,-121.81,Butte,CA,4
,,,,,
98117,47.68,-122.38,King,WA,1
,,,,,
95832,38.43,-121.51,Sacramento,CA,1
,,,,,
76001,32.69,-97.12,Tarrant,TX,1
,,,,,
94542,37.65,-122.04,Alameda,CA,7
,,,,,
96021,39.92,-122.28,Tehama,CA,1
,,,,,
14618,43.16,-77.61,Monroe,NY,1
,,,,,
23453,36.78,-76.08,Virginia Beach City,VA,1
,,,,,
75070,33.2,-96.65,Collin,TX,3
,,,,,
93950,36.61,-121.92,Monterey,CA,10
,,,,,
94702,37.86,-122.28,Alameda,CA,20
,,,,,
3811,42.83,-71.14,Rockingham,NH,1
,,,,,
20171,38.96,-77.38,Fairfax,VA,2
,,,,,
29445,32.98,-79.99,Berkeley,SC,1
,,,,,
31320,31.8,-81.42,Liberty,GA,1
,,,,,
53717,43.07,-89.38,Dane,WI,1
,,,,,
89002,36,-114.96,Clark,NV,1
,,,,,
94506,37.78,-121.88,Contra Costa,CA,14
,,,,,
94966,37.86,-122.49,Marin,CA,1
,,,,,
95401,38.44,-122.78,Sonoma,CA,10
,,,,,
97209,45.53,-122.68,Multnomah,OR,1
,,,,,
27106,36.1,-80.24,Forsyth,NC,1
,,,,,
92886,33.89,-117.78,Orange,CA,1
,,,,,
95368,37.71,-121.09,Stanislaus,CA,1
,,,,,
43016,40.11,-83.13,Franklin,OH,1
,,,,,
79364,33.43,-101.64,Lubbock,TX,1
,,,,,
99005,47.84,-117.35,Spokane,WA,2
,,,,,
3431,42.95,-72.29,Cheshire,NH,1
,,,,,
77025,29.76,-95.38,Harris,TX,2
,,,,,
78613,30.51,-97.83,Williamson,TX,1
,,,,,
92270,33.78,-116.41,Riverside,CA,1
,,,,,
94937,38.11,-122.92,Marin,CA,3
,,,,,
11215,40.64,-73.94,Kings,NY,1
,,,,,
95006,37.16,-122.15,Santa Cruz,CA,3
,,,,,
55109,44.94,-93.1,Ramsey,MN,2
,,,,,
60431,41.52,-88.12,Will,IL,1
,,,,,
19963,38.91,-75.43,Sussex,DE,1
,,,,,
32210,30.33,-81.65,Duval,FL,1
,,,,,
38258,36.01,-88.62,Carroll,TN,1
,,,,,
44212,41.24,-81.82,Medina,OH,2
,,,,,
62454,39,-87.74,Crawford,IL,1
,,,,,
94708,37.9,-122.26,Alameda,CA,44
,,,,,
97624,42.72,-121.79,Klamath,OR,1
,,,,,
1867,42.53,-71.1,Middlesex,MA,1
,,,,,
92091,33.05,-117.19,San Diego,CA,1
,,,,,
3266,43.8,-71.81,Grafton,NH,2
,,,,,
56063,44.2,-93.81,Blue Earth,MN,1
,,,,,
89508,39.52,-119.81,Washoe,NV,1
,,,,,
97756,44.26,-121.22,Deschutes,OR,9
,,,,,
19931,38.57,-75.61,Sussex,DE,1
,,,,,
94946,38.07,-122.68,Marin,CA,1
,,,,,
18471,41.52,-75.7,Lackawanna,PA,1
,,,,,
55420,44.96,-93.26,Hennepin,MN,2
,,,,,
67211,37.68,-97.34,Sedgwick,KS,1
,,,,,
95355,37.67,-120.95,Stanislaus,CA,1
,,,,,
95828,38.48,-121.4,Sacramento,CA,2
,,,,,
65804,37.19,-93.28,Greene,MO,2
,,,,,
78735,30.26,-97.74,Travis,TX,1
,,,,,
94975,38.32,-122.64,Sonoma,CA,1
,,,,,
95843,38.71,-121.36,Sacramento,CA,1
,,,,,
14886,42.54,-76.66,Tompkins,NY,1
,,,,,
20814,38.98,-77.12,Montgomery,MD,2
,,,,,
37221,36.17,-86.78,Davidson,TN,2
,,,,,
40511,38.04,-84.45,Fayette,KY,1
,,,,,
75225,32.79,-96.76,Dallas,TX,1
,,,,,
2562,41.79,-70.53,Barnstable,MA,1
,,,,,
23663,37.04,-76.29,Hampton City,VA,1
,,,,,
73036,35.54,-97.96,Canadian,OK,1
,,,,,
76107,32.75,-97.33,Tarrant,TX,1
,,,,,
30143,34.46,-84.42,Pickens,GA,1
,,,,,
38340,35.44,-88.64,Chester,TN,1
,,,,,
68127,41.26,-96.01,Douglas,NE,1
,,,,,
94159,37.78,-122.45,San Francisco,CA,1
,,,,,
95554,40.27,-123.82,Humboldt,CA,1
,,,,,
4488,44.89,-69.14,Penobscot,ME,1
,,,,,
29229,34,-81.03,Richland,SC,1
,,,,,
52761,41.41,-91.07,Muscatine,IA,1
,,,,,
94037,37.54,-122.5,San Mateo,CA,7
,,,,,
97060,45.52,-122.35,Multnomah,OR,1
,,,,,
80026,39.99,-105.09,Boulder,CO,1
,,,,,
85718,32.31,-110.92,Pima,AZ,2
,,,,,
94123,37.8,-122.43,San Francisco,CA,46
,,,,,
94564,37.99,-122.27,Contra Costa,CA,7
,,,,,
15085,40.38,-79.75,Westmoreland,PA,1
,,,,,
75703,32.32,-95.3,Smith,TX,2
,,,,,
78758,30.26,-97.74,Travis,TX,1
,,,,,
79762,31.85,-102.36,Ector,TX,1
,,,,,
32935,28.08,-80.6,Brevard,FL,1
,,,,,
85042,33.37,-112.03,Maricopa,AZ,1
,,,,,
85258,33.56,-111.9,Maricopa,AZ,3
,,,,,
94618,37.84,-122.23,Alameda,CA,64
,,,,,
98075,47.58,-122.03,King,WA,1
,,,,,
93010,34.23,-119.07,Ventura,CA,1
,,,,,
94560,37.51,-122.04,Alameda,CA,5
,,,,,
95231,37.86,-121.29,San Joaquin,CA,1
,,,,,
6517,41.37,-72.9,New Haven,CT,2
,,,,,
80237,39.76,-104.87,Denver,CO,1
,,,,,
93446,35.61,-120.76,San Luis Obispo,CA,1
,,,,,
95205,37.96,-121.26,San Joaquin,CA,1
,,,,,
36104,32.35,-86.28,Montgomery,AL,1
,,,,,
63031,38.79,-90.32,St Louis,MO,1
,,,,,
77389,30.06,-95.38,Harris,TX,2
,,,,,
89510,39.91,-119.68,Washoe,NV,1
,,,,,
95407,38.39,-122.75,Sonoma,CA,3
,,,,,
95519,40.94,-124.02,Humboldt,CA,2
,,,,,
96743,20.04,-155.7,Hawaii,HI,1
,,,,,
17055,40.21,-77,Cumberland,PA,1
,,,,,
75454,33.28,-96.57,Collin,TX,1
,,,,,
87059,35.08,-106.37,Bernalillo,NM,2
,,,,,
95156,37.35,-121.84,Santa Clara,CA,1
,,,,,
2459,42.31,-71.19,Middlesex,MA,1
,,,,,
2143,42.39,-71.1,Middlesex,MA,2
,,,,,
85541,34.19,-111.17,Gila,AZ,2
,,,,,
86004,35.29,-111.32,Coconino,AZ,1
,,,,,
87544,35.89,-106.28,Los Alamos,NM,1
,,,,,
95110,37.34,-121.9,Santa Clara,CA,4
,,,,,
2478,42.39,-71.18,Middlesex,MA,2
,,,,,
21084,39.6,-76.47,Harford,MD,1
,,,,,
46342,41.53,-87.26,Lake,IN,1
,,,,,
49456,43.07,-86.19,Ottawa,MI,1
,,,,,
94904,37.94,-122.56,Marin,CA,31
,,,,,
94956,38.07,-122.86,Marin,CA,2
,,,,,
95457,38.88,-122.55,Lake,CA,1
,,,,,
96789,21.45,-158.01,Honolulu,HI,1
,,,,,
93103,34.43,-119.68,Santa Barbara,CA,1
,,,,,
95066,37.06,-122.01,Santa Cruz,CA,3
,,,,,
6492,41.44,-72.81,New Haven,CT,1
,,,,,
30005,34.06,-84.27,Fulton,GA,1
,,,,,
95460,39.3,-123.73,Mendocino,CA,2
,,,,,
97213,45.53,-122.6,Multnomah,OR,3
,,,,,
19808,39.73,-75.53,New Castle,DE,1
,,,,,
27278,36.07,-79.1,Orange,NC,1
,,,,,
76088,32.75,-97.77,Parker,TX,1
,,,,,
92501,33.99,-117.38,Riverside,CA,1
,,,,,
49112,41.79,-86.08,Cass,MI,1
,,,,,
4429,44.75,-68.67,Hancock,ME,1
,,,,,
19148,39.95,-75.16,Philadelphia,PA,1
,,,,,
73115,35.46,-97.51,Oklahoma,OK,1
,,,,,
98029,47.55,-122,King,WA,1
,,,,,
98106,47.54,-122.35,King,WA,1
,,,,,
99801,58.58,-134.77,Juneau Borough,AK,1
,,,,,
40514,38.04,-84.45,Fayette,KY,3
,,,,,
64870,37.14,-94.47,Jasper,MO,1
,,,,,
94020,37.28,-122.24,San Mateo,CA,5
,,,,,
24473,37.9,-79.41,Rockbridge,VA,1
,,,,,
40504,38.04,-84.45,Fayette,KY,2
,,,,,
48858,43.59,-84.77,Isabella,MI,1
,,,,,
78665,30.54,-97.64,Williamson,TX,1
,,,,,
75778,32.27,-95.75,Henderson,TX,1
,,,,,
77043,29.76,-95.38,Harris,TX,1
,,,,,
92118,32.65,-117.14,San Diego,CA,1
,,,,,
95821,38.62,-121.38,Sacramento,CA,8
,,,,,
33703,27.75,-82.64,Pinellas,FL,1
,,,,,
85022,33.62,-112.05,Maricopa,AZ,2
,,,,,
92082,33.25,-116.98,San Diego,CA,1
,,,,,
95370,37.98,-120.39,Tuolumne,CA,3
,,,,,
7450,40.98,-74.11,Bergen,NJ,1
,,,,,
23228,37.55,-77.46,Henrico,VA,1
,,,,,
53217,43.06,-87.96,Milwaukee,WI,1
,,,,,
80631,40.42,-104.74,Weld,CO,1
,,,,,
94701,37.86,-122.27,Alameda,CA,1
,,,,,
33534,27.84,-82.37,Hillsborough,FL,1
,,,,,
61761,40.51,-88.99,McLean,IL,4
,,,,,
64086,38.91,-94.38,Jackson,MO,2
,,,,,
78231,29.45,-98.5,Bexar,TX,1
,,,,,
78620,30.18,-98.08,Hays,TX,1
,,,,,
85302,33.57,-112.18,Maricopa,AZ,1
,,,,,
94513,37.87,-121.68,Contra Costa,CA,15
,,,,,
11735,40.73,-73.44,Nassau,NY,2
,,,,,
80224,39.76,-104.87,Denver,CO,3
,,,,,
80303,40.02,-105.25,Boulder,CO,2
,,,,,
94538,37.5,-121.96,Alameda,CA,11
,,,,,
46278,39.77,-86.14,Marion,IN,1
,,,,,
60084,42.26,-88.13,Lake,IL,1
,,,,,
69162,41.13,-102.97,Cheyenne,NE,1
,,,,,
80232,39.76,-104.87,Jefferson,CO,1
,,,,,
90291,33.99,-118.46,Los Angeles,CA,3
,,,,,
94501,37.77,-122.27,Alameda,CA,62
,,,,,
95204,37.97,-121.32,San Joaquin,CA,6
,,,,,
18974,40.21,-75.07,Bucks,PA,1
,,,,,
27709,35.98,-78.91,Durham,NC,1
,,,,,
37918,35.97,-83.94,Knox,TN,1
,,,,,
46268,39.77,-86.14,Marion,IN,1
,,,,,
77024,29.76,-95.38,Harris,TX,1
,,,,,
34714,28.53,-81.76,Lake,FL,1
,,,,,
44094,41.64,-81.4,Lake,OH,2
,,,,,
19522,40.45,-75.82,Berks,PA,1
,,,,,
21204,39.39,-76.62,Baltimore,MD,1
,,,,,
24460,37.96,-79.6,Bath,VA,1
,,,,,
42740,37.6,-85.91,Hardin,KY,1
,,,,,
45342,39.63,-84.27,Montgomery,OH,2
,,,,,
52405,41.97,-91.66,Linn,IA,1
,,,,,
60430,41.55,-87.66,Cook,IL,1
,,,,,
80014,39.69,-104.81,Arapahoe,CO,1
,,,,,
84111,40.75,-111.88,Salt Lake,UT,2
,,,,,
53597,43.18,-89.45,Dane,WI,1
,,,,,
13021,42.93,-76.56,Cayuga,NY,3
,,,,,
47905,40.41,-86.87,Tippecanoe,IN,1
