zip,lat,long,county,state,n
21783,39.591355,-77.614762,washington,MD,1
,,,,,
21788,39.610876,-77.398931,frederick,MD,1
,,,,,
22003,38.835762,-77.212794,fairfax,VA,1
,,,,,
22030,38.853231,-77.305097,fairfax city,VA,1
,,,,,
22031,38.853962,-77.284195,fairfax city,VA,2
,,,,,
22032,38.819712,-77.287105,fairfax,VA,1
,,,,,
22043,38.899361,-77.189502,fairfax,VA,1
,,,,,
22044,38.858853,-77.154761,fairfax,VA,1
,,,,,
22046,38.884936,-77.174052,falls church city,VA,1
,,,,,
22101,38.935202,-77.18672,fairfax,VA,1
,,,,,
22124,38.892796,-77.329906,fairfax,VA,1
,,,,,
22180,38.897361,-77.253749,fairfax,VA,1
,,,,,
22182,38.935292,-77.268022,fairfax,VA,2
,,,,,
22191,38.625541,-77.271644,prince william,VA,1
,,,,,
22193,38.643765,-77.345106,prince william,VA,1
,,,,,
22202,38.854462,-77.059721,arlington,VA,1
,,,,,
22204,38.860335,-77.100868,arlington,VA,2
,,,,,
22209,38.893596,-77.110376,arlington,VA,2
,,,,,
22306,38.758914,-77.087344,fairfax,VA,1
,,,,,
22307,38.771363,-77.065699,fairfax,VA,1
,,,,,
22315,38.759553,-77.148518,fairfax,VA,1
,,,,,
22405,38.336458,-77.436618,stafford,VA,1
,,,,,
22407,38.271969,-77.606772,spotsylvania,VA,1
,,,,,
22508,38.308398,-77.796156,orange,VA,2
,,,,,
22546,37.948572,-77.437767,caroline,VA,1
,,,,,
22554,38.438958,-77.4354,stafford,VA,1
,,,,,
22620,39.048614,-78.060132,clarke,VA,1
,,,,,
22827,38.4009,-78.729679,rockingham,VA,1
,,,,,
22902,38.026588,-78.48045,charlottesville city,VA,1
,,,,,
22903,38.033938,-78.492384,charlottesville city,VA,1
,,,,,
22911,38.099507,-78.408498,albemarle,VA,1
,,,,,
22947,38.053137,-78.339571,albemarle,VA,1
,,,,,
23035,37.410286,-76.294103,mathews,VA,1
,,,,,
23086,37.677991,-77.028495,king william,VA,1
,,,,,
23103,37.663224,-77.791971,goochland,VA,1
,,,,,
23111,37.628179,-77.281955,hanover,VA,1
,,,,,
23185,37.273209,-76.732423,james city,VA,1
,,,,,
23228,37.624988,-77.49592,henrico,VA,1
,,,,,
23235,37.494147,-77.556501,chesterfield,VA,1
,,,,,
23238,37.733844,-77.888082,goochland,VA,2
,,,,,
23434,36.704592,-76.636158,suffolk city,VA,1
,,,,,
23435,36.837412,-76.477756,suffolk city,VA,1
,,,,,
23436,36.886856,-76.523388,suffolk city,VA,1
,,,,,
23451,36.856348,-76.053568,virginia beach city,VA,3
,,,,,
23454,36.828586,-76.070772,virginia beach city,VA,2
,,,,,
23455,36.888865,-76.146757,virginia beach city,VA,1
,,,,,
23663,37.034207,-76.319364,hampton city,VA,1
,,,,,
23666,37.060646,-76.371616,hampton city,VA,1
,,,,,
23836,37.347458,-77.338551,chesterfield,VA,1
,,,,,
24015,37.253866,-79.974559,roanoke city,VA,1
,,,,,
24060,37.256283,-80.43473,montgomery,VA,2
,,,,,
24065,37.098391,-79.95233,franklin,VA,1
,,,,,
24138,37.06488,-80.32637,montgomery,VA,1
,,,,,
24141,37.119732,-80.556541,radford,VA,2
,,,,,
24153,37.28814,-80.067762,salem,VA,3
,,,,,
24179,37.275674,-79.877505,roanoke,VA,2
,,,,,
24354,36.832324,-81.597841,smyth,VA,1
,,,,,
24401,38.157368,-79.065116,staunton city,VA,1
,,,,,
24460,38.055311,-79.746367,bath,VA,1
,,,,,
24473,37.883036,-79.448586,rockbridge,VA,1
,,,,,
24523,37.336027,-79.522585,bedford city,VA,1
,,,,,
24592,36.679767,-78.952947,halifax,VA,1
,,,,,
25301,38.328948,-81.605094,kanawha,WV,1
,,,,,
25311,38.371957,-81.632845,kanawha,WV,1
,,,,,
25314,38.32925,-81.665927,kanawha,WV,1
,,,,,
25411,39.552557,-78.18773,morgan,WV,1
,,,,,
26201,38.975479,-80.240664,upshur,WV,1
,,,,,
26288,38.483244,-80.447555,webster,WV,1
,,,,,
27012,36.081218,-80.328298,forsyth,NC,1
,,,,,
27106,36.149337,-80.325815,forsyth,NC,1
,,,,,
27107,36.04803,-80.182863,forsyth,NC,1
,,,,,
27215,36.091025,-79.430129,alamance,NC,1
,,,,,
27278,36.077432,-79.085469,orange,NC,1
,,,,,
27295,35.813292,-80.277877,davidson,NC,1
,,,,,
27514,36.004647,-79.054475,orange,NC,2
,,,,,
27516,35.946263,-79.136862,orange,NC,1
,,,,,
27519,35.76812,-78.829548,wake,NC,2
,,,,,
27542,35.571141,-78.287178,johnston,NC,1
,,,,,
27545,35.788031,-78.459605,wake,NC,1
,,,,,
27587,35.858041,-78.586534,wake,NC,1
,,,,,
27604,35.837111,-78.555342,wake,NC,4
,,,,,
27606,35.715972,-78.747741,wake,NC,1
,,,,,
27610,35.7429,-78.564443,wake,NC,1
,,,,,
27612,35.821942,-78.675135,wake,NC,1
,,,,,
27705,36.019354,-78.899525,durham,NC,2
,,,,,
27707,35.94816,-78.941599,durham,NC,1
,,,,,
27709,36.051155,-78.857651,durham,NC,1
,,,,,
27712,36.091848,-78.908043,durham,NC,1
,,,,,
27713,35.911215,-78.917768,durham,NC,2
,,,,,
27909,36.293633,-76.271958,pasquotank,NC,1
,,,,,
27921,36.389961,-76.199736,camden,NC,1
,,,,,
27944,36.168529,-76.373128,perquimans,NC,1
,,,,,
28036,35.283427,-80.844594,mecklenburg,NC,1
,,,,,
28056,35.242038,-81.169072,gaston,NC,1
,,,,,
28092,35.485145,-81.181799,lincoln,NC,1
,,,,,
28115,35.688136,-80.819825,iredell,NC,1
,,,,,
28137,35.454142,-80.283764,stanly,NC,1
,,,,,
28152,35.329336,-81.580919,cleveland,NC,1
,,,,,
28205,35.325959,-80.827444,mecklenburg,NC,1
,,,,,
28208,35.209125,-80.92175,mecklenburg,NC,1
,,,,,
28226,35.108637,-80.82747,mecklenburg,NC,1
,,,,,
28227,35.136591,-80.711197,mecklenburg,NC,1
,,,,,
28333,35.266919,-78.025587,wayne,NC,1
,,,,,
28467,33.911953,-78.395641,brunswick,NC,1
,,,,,
28590,35.47461,-77.327423,pitt,NC,1
,,,,,
28601,35.758221,-81.308224,catawba,NC,2
,,,,,
28650,35.588869,-81.162793,catawba,NC,1
,,,,,
28732,35.370666,-82.494647,henderson,NC,1
,,,,,
28739,35.318016,-82.45034,henderson,NC,2
,,,,,
28778,35.608576,-82.453107,buncombe,NC,1
,,,,,
29229,34.12266,-80.884194,richland,SC,1
,,,,,
29403,32.822391,-79.965464,charleston,SC,1
,,,,,
29445,33.057972,-80.010088,berkeley,SC,1
,,,,,
29451,32.807206,-79.760516,charleston,SC,1
,,,,,
29464,32.847273,-79.820563,charleston,SC,1
,,,,,
29483,33.040201,-80.431751,dorchester,SC,1
,,,,,
29502,34.200994,-79.784721,florence,SC,1
,,,,,
29672,34.773984,-82.945651,oconee,SC,1
,,,,,
29681,34.80728,-82.266734,greenville,SC,1
,,,,,
29745,34.991814,-81.208605,york,SC,1
,,,,,
29829,33.641442,-81.79287,aiken,SC,1
,,,,,
29841,33.466705,-81.739059,aiken,SC,1
,,,,,
29926,32.207724,-80.747577,beaufort,SC,1
,,,,,
30005,34.078229,-84.228131,fulton,GA,1
,,,,,
30019,33.988309,-83.879494,gwinnett,GA,1
,,,,,
30024,34.042479,-84.026171,gwinnett,GA,1
,,,,,
30028,34.193041,-84.092588,forsyth,GA,1
,,,,,
30030,33.772554,-84.291723,dekalb,GA,1
,,,,,
30033,33.816452,-84.285772,dekalb,GA,2
,,,,,
30044,33.941847,-84.070567,gwinnett,GA,1
,,,,,
30045,33.936729,-83.957347,gwinnett,GA,1
,,,,,
30047,33.865587,-84.072463,gwinnett,GA,1
,,,,,
30062,33.982269,-84.48803,cobb,GA,1
,,,,,
30064,33.923652,-84.629241,cobb,GA,1
,,,,,
30066,34.024849,-84.498365,cobb,GA,1
,,,,,
30075,34.055198,-84.370475,fulton,GA,2
,,,,,
30082,33.856754,-84.534496,cobb,GA,1
,,,,,
30083,33.786405,-84.203419,dekalb,GA,1
,,,,,
30084,33.853945,-84.215369,dekalb,GA,1
,,,,,
30092,33.910725,-84.138468,gwinnett,GA,1
,,,,,
30093,33.932173,-84.181881,gwinnett,GA,1
,,,,,
30097,34.006019,-84.144674,gwinnett,GA,1
,,,,,
30108,33.587706,-85.123883,carroll,GA,1
,,,,,
30115,34.199345,-84.419935,cherokee,GA,1
,,,,,
30126,33.833161,-84.603102,cobb,GA,2
,,,,,
30127,33.91351,-84.685885,cobb,GA,1
,,,,,
30135,33.667491,-84.750615,douglas,GA,1
,,,,,
30143,34.469042,-84.428243,pickens,GA,1
,,,,,
30145,34.233908,-84.962055,bartow,GA,1
,,,,,
30189,34.147985,-84.47725,cherokee,GA,1
,,,,,
30263,33.369595,-84.819397,coweta,GA,2
,,,,,
30306,33.787804,-84.359775,fulton,GA,1
,,,,,
30307,33.762855,-84.357375,fulton,GA,2
,,,,,
30314,33.757806,-84.433649,fulton,GA,2
,,,,,
30315,33.697257,-84.383725,fulton,GA,1
,,,,,
30316,33.726906,-84.358525,fulton,GA,1
,,,,,
30318,33.792005,-84.442778,fulton,GA,4
,,,,,
30328,33.933543,-84.395777,fulton,GA,1
,,,,,
30329,33.826553,-84.324874,dekalb,GA,1
,,,,,
30340,33.893201,-84.253871,dekalb,GA,1
,,,,,
30342,33.881052,-84.379476,fulton,GA,1
,,,,,
30345,33.845603,-84.281422,dekalb,GA,2
,,,,,
30519,34.079715,-83.930765,gwinnett,GA,1
,,,,,
30546,34.906339,-83.72739,towns,GA,1
,,,,,
30605,33.923088,-83.364038,clarke,GA,1
,,,,,
30720,34.791428,-84.992771,whitfield,GA,1
,,,,,
30904,33.478686,-82.015988,richmond,GA,1
,,,,,
31030,32.560698,-83.854528,peach,GA,1
,,,,,
31047,32.454331,-83.646436,houston,GA,1
,,,,,
31320,31.778847,-81.420626,liberty,GA,1
,,,,,
31401,32.072257,-81.135618,chatham,GA,1
,,,,,
31410,32.017461,-80.997043,chatham,GA,1
,,,,,
31522,31.213223,-81.449141,glynn,GA,1
,,,,,
31602,30.893109,-83.327812,lowndes,GA,2
,,,,,
31792,30.825551,-83.950795,thomas,GA,1
,,,,,
31906,32.493455,-84.95328,muscogee,GA,1
,,,,,
32114,29.146163,-81.053368,volusia,FL,2
,,,,,
32137,29.564391,-81.201389,flagler,FL,2
,,,,,
32159,28.923468,-81.894367,lake,FL,1
,,,,,
32162,NA,NA,sumter,FL,1
,,,,,
32174,29.30766,-81.177846,volusia,FL,1
,,,,,
32177,29.611093,-81.785957,putnam,FL,1
,,,,,
32210,30.274539,-81.786671,duval,FL,1
,,,,,
32224,30.24359,-81.715976,duval,FL,1
,,,,,
32259,29.877289,-81.561245,saint johns,FL,1
,,,,,
32303,30.535698,-84.247698,leon,FL,1
,,,,,
32308,30.556205,-84.176838,leon,FL,1
,,,,,
32311,30.433478,-84.135913,leon,FL,1
,,,,,
32317,30.479347,-84.346204,leon,FL,1
,,,,,
32401,30.1922,-85.663027,bay,FL,1
,,,,,
32408,30.165546,-85.711603,bay,FL,1
,,,,,
32444,30.094456,-85.537104,bay,FL,1
,,,,,
32459,30.513484,-86.160893,walton,FL,1
,,,,,
32504,30.488696,-87.214171,escambia,FL,1
,,,,,
32526,30.493102,-87.359621,escambia,FL,1
,,,,,
32549,30.661155,-86.594479,okaloosa,FL,1
,,,,,
32563,30.659159,-87.04972,santa rosa,FL,1
,,,,,
32578,30.687036,-86.566325,okaloosa,FL,1
,,,,,
32603,29.718807,-82.353874,alachua,FL,1
,,,,,
32669,29.687249,-82.564624,alachua,FL,1
,,,,,
32708,28.690114,-81.222547,seminole,FL,2
,,,,,
32712,28.731322,-81.537602,orange,FL,1
,,,,,
32720,29.07198,-81.403355,volusia,FL,1
,,,,,
32725,28.900274,-81.245074,volusia,FL,1
,,,,,
32784,28.925371,-81.680144,lake,FL,1
,,,,,
32827,28.399634,-81.290418,orange,FL,1
,,,,,
32935,28.210733,-80.680583,brevard,FL,1
,,,,,
32951,27.953124,-80.634,brevard,FL,1
,,,,,
32958,27.799123,-80.483098,indian river,FL,1
,,,,,
33019,26.091514,-80.192966,broward,FL,1
,,,,,
33027,26.039737,-80.365429,broward,FL,1
,,,,,
33037,24.963509,-80.961294,monroe,FL,1
,,,,,
33040,24.655692,-81.382372,monroe,FL,1
,,,,,
33138,25.852073,-80.182118,miami-dade,FL,1
,,,,,
33139,25.787326,-80.156368,miami-dade,FL,1
,,,,,
33141,25.848623,-80.144617,miami-dade,FL,1
,,,,,
33143,25.558428,-80.458168,miami-dade,FL,1
,,,,,
33170,25.558428,-80.458168,miami-dade,FL,1
,,,,,
33173,25.558428,-80.458168,miami-dade,FL,1
,,,,,
33187,25.558428,-80.458168,miami-dade,FL,1
,,,,,
33321,26.144589,-80.26052,broward,FL,1
,,,,,
33328,26.105514,-80.255133,broward,FL,1
,,,,,
33332,26.059583,-80.414605,broward,FL,1
,,,,,
33410,26.598446,-80.054613,palm beach,FL,1
,,,,,
33433,26.350274,-80.158367,palm beach,FL,1
,,,,,
33437,26.513629,-80.174297,palm beach,FL,1
,,,,,
33442,26.301407,-80.138516,broward,FL,1
,,,,,
33445,26.548504,-80.100015,palm beach,FL,1
,,,,,
33455,27.050934,-80.158594,martin,FL,1
,,,,,
33458,26.645895,-80.430269,palm beach,FL,1
,,,,,
33498,26.39341,-80.222751,palm beach,FL,1
,,,,,
33534,27.911823,-82.385728,hillsborough,FL,1
,,,,,
33549,28.060825,-82.391666,hillsborough,FL,1
,,,,,
33612,28.054195,-82.442683,hillsborough,FL,1
,,,,,
33620,28.059994,-82.407887,hillsborough,FL,1
,,,,,
33629,27.921056,-82.508867,hillsborough,FL,1
,,,,,
33702,27.863201,-82.631509,pinellas,FL,1
,,,,,
33703,27.816003,-82.62092,pinellas,FL,1
,,,,,
33707,27.757005,-82.726422,pinellas,FL,1
,,,,,
33711,27.733448,-82.690035,pinellas,FL,1
,,,,,
33767,27.959847,-82.828625,pinellas,FL,1
,,,,,
33776,27.850547,-82.826267,pinellas,FL,1
,,,,,
33801,28.059997,-81.956122,polk,FL,1
,,,,,
33825,27.473059,-81.464053,highlands,FL,1
,,,,,
33830,27.918445,-81.790794,polk,FL,1
,,,,,
33837,28.164093,-81.647317,polk,FL,1
,,,,,
33897,NA,NA,polk,FL,1
,,,,,
33901,26.564355,-81.925065,lee,FL,1
,,,,,
33912,26.563728,-81.726965,lee,FL,1
,,,,,
33947,26.884228,-82.269126,charlotte,FL,1
,,,,,
33948,26.94099,-82.20688,charlotte,FL,1
,,,,,
33993,26.678619,-82.025384,lee,FL,1
,,,,,
34114,26.014314,-81.585552,collier,FL,1
,,,,,
34212,NA,NA,manatee,FL,2
,,,,,
34217,27.485915,-82.710221,manatee,FL,1
,,,,,
34223,27.143931,-82.404959,sarasota,FL,1
,,,,,
34275,27.229227,-82.459848,sarasota,FL,1
,,,,,
34491,29.01123,-82.032463,marion,FL,1
,,,,,
34654,28.296388,-82.617095,pasco,FL,1
,,,,,
34677,28.050324,-82.677379,pinellas,FL,1
,,,,,
34684,28.084797,-82.725257,pinellas,FL,1
,,,,,
34685,28.109717,-82.692882,pinellas,FL,1
,,,,,
34689,28.092104,-82.732165,pinellas,FL,2
,,,,,
34695,28.017645,-82.747692,pinellas,FL,1
,,,,,
34698,28.010895,-82.773995,pinellas,FL,2
,,,,,
34744,28.297638,-81.32402,osceola,FL,2
,,,,,
34748,28.758895,-81.888695,lake,FL,1
,,,,,
34951,27.513925,-80.457475,saint lucie,FL,1
,,,,,
34952,27.312492,-80.313322,saint lucie,FL,1
,,,,,
34994,27.189748,-80.254768,martin,FL,1
,,,,,
35121,33.968171,-86.5535,blount,AL,1
,,,,,
35209,33.465336,-86.808213,jefferson,AL,2
,,,,,
35213,33.455408,-86.749588,jefferson,AL,1
,,,,,
35224,33.521455,-86.974735,jefferson,AL,1
,,,,,
35243,33.445932,-86.750203,jefferson,AL,1
,,,,,
35578,33.885529,-87.469627,walker,AL,1
,,,,,
35650,34.492894,-87.299281,lawrence,AL,1
,,,,,
35758,34.710815,-86.742478,madison,AL,2
,,,,,
35901,34.024285,-86.074145,etowah,AL,1
,,,,,
36104,32.373788,-86.289182,montgomery,AL,1
,,,,,
36344,31.105822,-85.690252,geneva,AL,1
,,,,,
36547,30.265325,-87.629926,baldwin,AL,1
,,,,,
36567,30.749915,-87.577231,baldwin,AL,1
,,,,,
36695,30.666959,-88.226989,mobile,AL,1
,,,,,
37064,35.890746,-86.965691,williamson,TN,1
,,,,,
37076,36.153572,-86.583994,davidson,TN,1
,,,,,
37128,35.845418,-86.486683,rutherford,TN,1
,,,,,
37205,36.108558,-86.865776,davidson,TN,1
,,,,,
37209,36.142007,-86.89995,davidson,TN,1
,,,,,
37211,36.070359,-86.718347,davidson,TN,1
,,,,,
37212,36.132607,-86.803748,davidson,TN,1
,,,,,
37215,36.086531,-86.885987,davidson,TN,2
,,,,,
37221,36.06616,-86.963852,davidson,TN,2
,,,,,
37343,35.166775,-85.21024,hamilton,TN,1
,,,,,
37377,35.175117,-85.319805,hamilton,TN,1
,,,,,
37380,35.109722,-85.655679,marion,TN,1
,,,,,
37641,36.256939,-82.690504,greene,TN,1
,,,,,
37841,36.509395,-84.517984,scott,TN,1
,,,,,
37874,35.571343,-84.410561,monroe,TN,1
,,,,,
37909,35.944822,-84.010109,knox,TN,2
,,,,,
37918,36.065908,-83.909603,knox,TN,1
,,,,,
37922,35.858018,-84.119383,knox,TN,1
,,,,,
37923,35.924795,-84.082405,knox,TN,1
,,,,,
37938,36.116665,-83.935206,knox,TN,1
,,,,,
38018,35.104589,-89.900314,shelby,TN,2
,,,,,
38049,35.443164,-89.563798,tipton,TN,1
,,,,,
38135,35.234976,-89.843594,shelby,TN,1
,,,,,
38139,35.077091,-89.759979,shelby,TN,1
,,,,,
38257,36.381482,-89.08396,obion,TN,1
,,,,,
38258,36.040631,-88.606605,carroll,TN,2
,,,,,
38340,35.407562,-88.642991,chester,TN,1
,,,,,
38355,35.813893,-88.753157,gibson,TN,1
,,,,,
38401,35.623997,-87.00404,maury,TN,1
,,,,,
38655,34.330814,-89.483519,lafayette,MS,2
,,,,,
39154,32.196072,-90.47528,hinds,MS,1
,,,,,
39560,30.374646,-89.177143,harrison,MS,1
,,,,,
39565,30.547365,-88.708582,jackson,MS,1
,,,,,
40023,38.188936,-85.446269,jefferson,KY,1
,,,,,
40047,38.04141,-85.581303,bullitt,KY,1
,,,,,
40056,38.303255,-85.485175,oldham,KY,1
,,,,,
40216,38.186519,-85.833463,jefferson,KY,1
,,,,,
40219,38.138118,-85.69526,jefferson,KY,1
,,,,,
40241,38.304531,-85.581536,jefferson,KY,3
,,,,,
40243,38.242201,-85.535309,jefferson,KY,2
,,,,,
40245,38.258384,-85.475021,jefferson,KY,1
,,,,,
40299,38.176762,-85.521751,jefferson,KY,1
,,,,,
40356,37.863751,-84.565075,jessamine,KY,1
,,,,,
40504,38.038613,-84.539422,fayette,KY,2
,,,,,
40511,38.132747,-84.492226,fayette,KY,1
,,,,,
40514,37.982677,-84.560827,fayette,KY,3
,,,,,
40515,37.924774,-84.437207,fayette,KY,1
,,,,,
40962,37.151101,-83.779273,clay,KY,1
,,,,,
41031,38.356954,-84.323033,harrison,KY,1
,,,,,
41042,38.989548,-84.656711,boone,KY,2
,,,,,
41086,38.731246,-84.895823,gallatin,KY,1
,,,,,
41091,38.921583,-84.746057,boone,KY,1
,,,,,
41164,38.349219,-83.177987,carter,KY,1
,,,,,
41649,37.600698,-82.78595,floyd,KY,1
,,,,,
42001,37.031586,-88.713292,mccracken,KY,1
,,,,,
42045,37.076174,-88.264746,livingston,KY,1
,,,,,
42071,36.625349,-88.279562,calloway,KY,1
,,,,,
42104,36.887214,-86.453985,warren,KY,2
,,,,,
42220,36.862405,-87.177881,todd,KY,1
,,,,,
42240,36.876568,-87.471106,christian,KY,1
,,,,,
42420,37.785068,-87.527383,henderson,KY,2
,,,,,
42701,37.684807,-85.878391,hardin,KY,1
,,,,,
42740,37.602581,-86.007199,hardin,KY,1
,,,,,
42749,37.202266,-85.89552,hart,KY,1
,,,,,
43010,39.99914,-83.622204,clark,OH,1
,,,,,
43015,40.289886,-82.981095,delaware,OH,1
,,,,,
43016,39.969036,-83.011389,franklin,OH,1
,,,,,
43017,40.076041,-82.814456,franklin,OH,1
,,,,,
43081,40.10447,-82.896457,franklin,OH,2
,,,,,
43155,39.63769,-82.532092,fairfield,OH,1
,,,,,
43202,39.969036,-83.011389,franklin,OH,1
,,,,,
43206,39.969036,-83.011389,franklin,OH,1
,,,,,
43209,39.969036,-83.011389,franklin,OH,3
,,,,,
43212,39.969036,-83.011389,franklin,OH,1
,,,,,
43214,39.969036,-83.011389,franklin,OH,1
,,,,,
43220,39.969036,-83.011389,franklin,OH,1
,,,,,
43221,39.969036,-83.011389,franklin,OH,1
,,,,,
43229,40.095713,-82.962671,franklin,OH,2
,,,,,
43420,41.35622,-83.133981,sandusky,OH,1
,,,,,
43701,39.927415,-82.004058,muskingum,OH,2
,,,,,
43907,40.263163,-81.030687,harrison,OH,1
,,,,,
43953,40.352418,-80.678099,jefferson,OH,1
,,,,,
43964,40.477049,-80.670057,jefferson,OH,1
,,,,,
44024,41.572432,-81.157142,geauga,OH,2
,,,,,
44035,41.371396,-82.105112,lorain,OH,1
,,,,,
44044,41.2745,-82.046168,lorain,OH,1
,,,,,
44053,41.425292,-82.218185,lorain,OH,1
,,,,,
44077,41.707918,-81.19903,lake,OH,1
,,,,,
44092,41.597299,-81.458638,lake,OH,1
,,,,,
44094,41.637997,-81.377383,lake,OH,2
,,,,,
44106,41.504751,-81.602799,cuyahoga,OH,2
,,,,,
44118,41.500752,-81.551645,cuyahoga,OH,1
,,,,,
44120,41.473102,-81.579746,cuyahoga,OH,2
,,,,,
44121,41.527651,-81.532344,cuyahoga,OH,1
,,,,,
44122,41.473248,-81.505389,cuyahoga,OH,2
,,,,,
44131,41.395652,-81.64231,cuyahoga,OH,1
,,,,,
44132,41.606049,-81.510858,cuyahoga,OH,1
,,,,,
44133,41.314603,-81.745102,cuyahoga,OH,1
,,,,,
44136,41.313268,-81.831656,cuyahoga,OH,1
,,,,,
44140,41.490967,-81.921513,cuyahoga,OH,1
,,,,,
44212,41.206132,-81.82281,medina,OH,2
,,,,,
44266,41.163755,-81.172922,portage,OH,1
,,,,,
44303,41.104355,-81.535089,summit,OH,1
,,,,,
44306,41.041805,-81.479986,summit,OH,1
,,,,,
44432,40.743051,-80.745313,columbiana,OH,1
,,,,,
44720,40.895607,-81.433036,stark,OH,1
,,,,,
45014,39.387357,-84.499743,butler,OH,1
,,,,,
45044,39.418175,-84.424549,butler,OH,1
,,,,,
45140,39.223187,-84.245103,clermont,OH,3
,,,,,
45227,39.15926,-84.37284,hamilton,OH,1
,,,,,
45230,39.071262,-84.37584,hamilton,OH,1
,,,,,
45245,39.068815,-84.280171,clermont,OH,1
,,,,,
45249,39.269226,-84.330686,hamilton,OH,2
,,,,,
45342,39.641658,-84.27464,montgomery,OH,2
,,,,,
45417,39.75344,-84.245841,montgomery,OH,1
,,,,,
45420,39.717059,-84.134172,montgomery,OH,2
,,,,,
45429,39.684059,-84.163337,montgomery,OH,1
,,,,,
45601,39.337384,-82.991332,ross,OH,1
,,,,,
45693,38.82346,-83.504048,adams,OH,1
,,,,,
45801,40.772147,-84.0471,allen,OH,2
,,,,,
45833,40.794444,-84.311596,allen,OH,1
,,,,,
45840,41.015219,-83.664786,hancock,OH,2
,,,,,
46011,40.141033,-85.766164,madison,IN,1
,,,,,
46032,40.071102,-86.117215,hamilton,IN,1
,,,,,
46060,40.073328,-85.999521,hamilton,IN,1
,,,,,
46064,40.107304,-85.757678,madison,IN,1
,,,,,
46074,40.097028,-86.125716,hamilton,IN,1
,,,,,
46123,39.721434,-86.488881,hendricks,IN,2
,,,,,
46168,39.729892,-86.423412,hendricks,IN,1
,,,,,
46202,39.762392,-86.143736,marion,IN,2
,,,,,
46205,39.822641,-86.129886,marion,IN,3
,,,,,
46220,39.86904,-86.10895,marion,IN,2
,,,,,
46226,39.832577,-86.083634,marion,IN,2
,,,,,
46228,39.846191,-86.195081,marion,IN,1
,,,,,
46250,39.904838,-86.067263,marion,IN,2
,,,,,
46256,39.897708,-86.009447,marion,IN,2
,,,,,
46260,39.89384,-86.137988,marion,IN,1
,,,,,
46268,39.868173,-86.21231,marion,IN,1
,,,,,
46278,39.872591,-86.276791,marion,IN,1
,,,,,
46280,39.9416,-86.115707,hamilton,IN,1
,,,,,
46324,41.585185,-87.496665,lake,IN,1
,,,,,
46342,41.520515,-87.347486,lake,IN,1
,,,,,
46360,41.594185,-86.756985,la porte,IN,1
,,,,,
46366,41.25163,-86.735127,starke,IN,1
,,,,,
46514,41.71873,-85.937024,elkhart,IN,1
,,,,,
46517,41.617705,-85.965717,elkhart,IN,1
,,,,,
46544,41.61536,-86.287884,st joseph,IN,1
,,,,,
46567,41.296386,-85.844729,kosciusko,IN,1
,,,,,
46725,41.14956,-85.50042,whitley,IN,1
,,,,,
46798,41.009498,-85.086518,allen,IN,1
,,,,,
46815,41.141189,-85.072068,allen,IN,1
,,,,,
46835,41.156698,-85.057218,allen,IN,1
,,,,,
46845,41.095957,-85.084581,allen,IN,1
,,,,,
46952,40.519756,-85.636731,grant,IN,1
,,,,,
46953,40.499959,-85.626401,grant,IN,1
,,,,,
47203,39.241129,-85.827439,bartholomew,IN,1
,,,,,
47436,38.839482,-86.47943,lawrence,IN,1
,,,,,
47448,39.180583,-86.226228,brown,IN,1
,,,,,
47905,40.392686,-86.884071,tippecanoe,IN,1
,,,,,
47909,40.322769,-86.888066,tippecanoe,IN,2
,,,,,
47987,40.110318,-87.228444,fountain,IN,1
,,,,,
48045,42.587734,-82.821517,macomb,MI,1
,,,,,
48076,42.498117,-83.205798,oakland,MI,2
,,,,,
48084,42.554751,-83.17688,oakland,MI,1
,,,,,
48105,42.323077,-83.713891,washtenaw,MI,3
,,,,,
48109,42.276324,-83.711228,washtenaw,MI,1
,,,,,
48118,42.31375,-84.013999,washtenaw,MI,1
,,,,,
48124,42.299302,-83.242577,wayne,MI,1
,,,,,
48126,42.271811,-83.225877,wayne,MI,1
,,,,,
48128,42.31927,-83.251428,wayne,MI,1
,,,,,
48161,41.928024,-83.430682,monroe,MI,1
,,,,,
48167,42.41729,-83.432434,wayne,MI,1
,,,,,
48170,42.366737,-83.489679,wayne,MI,2
,,,,,
48185,42.31507,-83.373093,wayne,MI,1
,,,,,
48186,42.28902,-83.368582,wayne,MI,1
,,,,,
48310,42.564395,-83.068475,macomb,MI,1
,,,,,
48315,42.671025,-82.998811,macomb,MI,1
,,,,,
48323,42.568292,-83.380535,oakland,MI,1
,,,,,
48329,42.68258,-83.386338,oakland,MI,1
,,,,,
48371,42.772209,-83.339754,oakland,MI,1
,,,,,
48374,42.468959,-83.522221,oakland,MI,1
,,,,,
48428,42.937629,-83.154685,lapeer,MI,1
,,,,,
48430,42.83333,-83.763433,genesee,MI,1
,,,,,
48439,42.9227,-83.67376,genesee,MI,1
,,,,,
48446,43.121459,-83.319558,lapeer,MI,1
,,,,,
48451,42.825944,-83.811322,genesee,MI,1
,,,,,
48463,43.157936,-83.529863,genesee,MI,1
,,,,,
48611,43.639444,-84.059141,bay,MI,1
,,,,,
48650,43.839179,-84.038715,bay,MI,1
,,,,,
48742,44.65922,-83.454865,alcona,MI,1
,,,,,
48820,42.85479,-84.616108,clinton,MI,1
,,,,,
48858,43.636855,-84.807511,isabella,MI,1
,,,,,
48864,42.719534,-84.425136,ingham,MI,1
,,,,,
